_id,name,lat,long,category,geometry,distance
6135fed00c5109129a29aebb,Cinnamon Girl,40.68934307937858,-73.95136671489776,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.95136671489776, 40.68934307937858]}",2.571841678116978
6135fed00c5109129a29ae5b,The DL,40.71875996608499,-73.98907996954928,Nightclub,"{'type': 'Point', 'coordinates': [-73.98907996954928, 40.71875996608499]}",2.580716439527043
6135fed00c5109129a29aeac,Little Choc Apothecary,40.71195572791476,-73.95733343601323,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.95733343601323, 40.71195572791476]}",2.592419351328206
6135fed00c5109129a29ae5f,Priority One Jets,40.709287775,-74.00682172500001,Plane,"{'type': 'Point', 'coordinates': [-74.00682172500001, 40.709287775]}",2.644003695615659
6135fed00c5109129a29ae44,Mehanata Bulgarian Bar,40.71945037628919,-73.98880761858857,Nightclub,"{'type': 'Point', 'coordinates': [-73.98880761858857, 40.71945037628919]}",2.648145702527626
6135fed00c5109129a29ae0c,Sunny Skies Preschool,40.6762153,-73.96379769999999,Preschool,"{'type': 'Point', 'coordinates': [-73.96379769999999, 40.6762153]}",2.654263462367627
6135fed00c5109129a29ae0d,New York Plaza KinderCare,40.7028204,-74.0107774,Preschool,"{'type': 'Point', 'coordinates': [-74.0107774, 40.7028204]}",2.6576806528444115
6135fed00c5109129a29aeae,Terms Of Endearment,40.716221,-73.962272,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.962272, 40.716221]}",2.670404815838752
6135fed00c5109129a29aeb5,Magic Mix Juicery,40.709699,-74.006898,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-74.006898, 40.709699]}",2.674222989287349
6135fed00c5109129a29ae6e,NYC Dept of Finance,40.70888280564109,-74.00772687604,Government Building,"{'type': 'Point', 'coordinates': [-74.00772687604, 40.70888280564109]}",2.6853214377698174
6135fed00c5109129a29ae7b,Brooklyn Radio Dispatcher,40.714892,-73.959682,Transportation Service,"{'type': 'Point', 'coordinates': [-73.959682, 40.714892]}",2.6868075620016785
6135fed00c5109129a29ae30,Friends and Lovers,40.67862958765238,-73.95871240276702,Nightclub,"{'type': 'Point', 'coordinates': [-73.95871240276702, 40.67862958765238]}",2.699554050541968
6135fed00c5109129a29ae2f,Black Flamingo,40.71059345084199,-73.95423488401335,Nightclub,"{'type': 'Point', 'coordinates': [-73.95423488401335, 40.71059345084199]}",2.702959723630629
6135fed00c5109129a29ae35,The Bell House,40.673703858503,-73.99169824616679,Rock Club,"{'type': 'Point', 'coordinates': [-73.99169824616679, 40.673703858503]}",2.7098559987631927
6135fed00c5109129a29ae0e,JCC Brooklyn / Kings Bay Y,40.713504791259766,-73.95732879638672,Preschool,"{'type': 'Point', 'coordinates': [-73.95732879638672, 40.713504791259766]}",2.7098719518570196
6135fed00c5109129a29ae7d,SempeRide,40.7042,-74.01106,Airport Tram,"{'type': 'Point', 'coordinates': [-74.01106, 40.7042]}",2.7248208545581942
6135fed00c5109129a29ae6d,Federal Reserve Bank of New York,40.70838097347919,-74.00865375995636,Bank,"{'type': 'Point', 'coordinates': [-74.00865375995636, 40.70838097347919]}",2.72525983861147
6135fed00c5109129a29ae9b,The Shanti Shack,40.71689324918532,-73.96237803401777,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.96237803401777, 40.71689324918532]}",2.727106136258655
6135fed00c5109129a29ae10,Pine Street School,40.70708084106445,-74.00957489013672,Preschool,"{'type': 'Point', 'coordinates': [-74.00957489013672, 40.70708084106445]}",2.728131462507326
6135fed00c5109129a29ae99,by CHLOE.,40.7152143,-73.9593632,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.9593632, 40.7152143]}",2.7315117150456985
6135fed00c5109129a29aeaa,Nish Nush,40.709418,-74.008056,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-74.008056, 40.709418]}",2.739877868381993
6135fed00c5109129a29ae2c,Ludlow House,40.72043887554965,-73.98816788618679,Club House,"{'type': 'Point', 'coordinates': [-73.98816788618679, 40.72043887554965]}",2.7407510505977504
6135fed00c5109129a29aea1,The Butcher’s Daughter,40.714905,-73.95852,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.95852, 40.714905]}",2.752464174241971
6135fed00c5109129a29ae11,Escuela Hispana Montessori,40.721176,-73.984572,Preschool,"{'type': 'Point', 'coordinates': [-73.984572, 40.721176]}",2.765508409925688
6135fed00c5109129a29ae1d,Bright Horizons at 20 Pine,40.70775758563917,-74.00972047451432,Preschool,"{'type': 'Point', 'coordinates': [-74.00972047451432, 40.70775758563917]}",2.772324492613273
6135fed00c5109129a29ae1e,FasTracKids / Evolution Enrichment Center,40.7199368,-73.99177209999999,Preschool,"{'type': 'Point', 'coordinates': [-73.99177209999999, 40.7199368]}",2.776581701915725
6135fed00c5109129a29ae4c,Home Sweet Home,40.71949710621366,-73.99328925178263,Nightclub,"{'type': 'Point', 'coordinates': [-73.99328925178263, 40.71949710621366]}",2.7783533398579197
6135fed00c5109129a29ae12,Bright Horizons Backup Care,40.70772552490234,-74.00984954833984,Preschool,"{'type': 'Point', 'coordinates': [-74.00984954833984, 40.70772552490234]}",2.7804390750277634
6135fed00c5109129a29aea2,sweetgreen,40.7157953,-73.9591804,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.9591804, 40.7157953]}",2.7908493598441586
6135fed00c5109129a29ae52,Marshall Stack,40.72062326221096,-73.98974136854692,Pub,"{'type': 'Point', 'coordinates': [-73.98974136854692, 40.72062326221096]}",2.795206888476922
6135fed00c5109129a29aeb9,Rawsome Treats,40.720888,-73.988547,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.988547, 40.720888]}",2.796961838506
6135fed00c5109129a29ae20,Bright Horizons at Kent Avenue,40.71829397210411,-73.96373962595271,Preschool,"{'type': 'Point', 'coordinates': [-73.96373962595271, 40.71829397210411]}",2.7986444779552366
6135fed00c5109129a29ae53,Club Langston,40.67964926693372,-73.95562370133405,Nightclub,"{'type': 'Point', 'coordinates': [-73.95562370133405, 40.67964926693372]}",2.8050804126619395
6135fed00c5109129a29ae41,Bedlam,40.72186578600761,-73.98048518308426,Nightclub,"{'type': 'Point', 'coordinates': [-73.98048518308426, 40.72186578600761]}",2.819451480905685
6135fed00c5109129a29ae5e,Us Helicopter,40.70243706965688,-74.0131224765933,Airport Terminal,"{'type': 'Point', 'coordinates': [-74.0131224765933, 40.70243706965688]}",2.8386463729071836
6135fed00c5109129a29ae24,Sunflower Child Care,40.67438878644013,-73.99781105012212,Preschool,"{'type': 'Point', 'coordinates': [-73.99781105012212, 40.67438878644013]}",2.8658605873276657
6135fed00c5109129a29ae4e,The Malt House FiDi,40.7094042310673,-74.00984190111932,Bar,"{'type': 'Point', 'coordinates': [-74.00984190111932, 40.7094042310673]}",2.868432589316083
6135fed00c5109129a29adf8,Williamsburg Northside Preschool,40.7165696587607,-73.95866428835357,Preschool,"{'type': 'Point', 'coordinates': [-73.95866428835357, 40.7165696587607]}",2.884927826633884
6135fed00c5109129a29ae9d,Modern Love Brooklyn,40.709911052953565,-73.95100799464392,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.95100799464392, 40.709911052953565]}",2.889064557778095
6135fed00c5109129a29ae13,CBE Early Childhood Center,40.67090335583314,-73.9745379335124,Preschool,"{'type': 'Point', 'coordinates': [-73.9745379335124, 40.67090335583314]}",2.8894839011666167
6135fed00c5109129a29ae14,Sky Is The Limit Inc.,40.6905665,-73.9469348,Preschool,"{'type': 'Point', 'coordinates': [-73.9469348, 40.6905665]}",2.8953200143379627
6135fed00c5109129a29ae15,Ecare Careers,40.7028885,-74.0138771,Preschool,"{'type': 'Point', 'coordinates': [-74.0138771, 40.7028885]}",2.9123680189306556
6135fed00c5109129a29ae65,Northside Car Service,40.716978,-73.958776,Taxi,"{'type': 'Point', 'coordinates': [-73.958776, 40.716978]}",2.9142817582296083
6135fed00c5109129a29ae9f,Natural Blend,40.67381852431168,-73.9629234409728,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.9629234409728, 40.67381852431168]}",2.9207039536026933
6135fed00c5109129a29ae16,Gold Material Montessori School,40.722832,-73.982587,Preschool,"{'type': 'Point', 'coordinates': [-73.982587, 40.722832]}",2.932832111311463
6135fed00c5109129a29aea7,Punjabi Grocery & Deli,40.722418377692485,-73.98694780645458,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.98694780645458, 40.722418377692485]}",2.9337464882833495
6135fed00c5109129a29ae31,Basquiat's Bottle,40.68052683711768,-73.95263170515346,Nightclub,"{'type': 'Point', 'coordinates': [-73.95263170515346, 40.68052683711768]}",2.937414822804259
6135fed00c5109129a29ae60,Mobil Car Service,40.711238861083984,-73.95133972167969,Taxi Stand,"{'type': 'Point', 'coordinates': [-73.95133972167969, 40.711238861083984]}",2.944614030452163
6135fed00c5109129a29aeb1,The Butcher's Daughter,40.72059272367272,-73.99490554160472,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.99490554160472, 40.72059272367272]}",2.944849034952608
6135fed00c5109129a29ae3a,The Box,40.72183514522036,-73.99200009718089,Nightclub,"{'type': 'Point', 'coordinates': [-73.99200009718089, 40.72183514522036]}",2.981774752906412
6135fed00c5109129a29aeb8,Wild Ginger Vegetarian Kitchen,40.7204313711967,-73.99663971306008,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.99663971306008, 40.7204313711967]}",2.9926443809701353
6135fed00c5109129a29ae6b,Bus Charter Rental,40.720756,-73.99605799999999,Transportation Service,"{'type': 'Point', 'coordinates': [-73.99605799999999, 40.720756]}",3.0028597797110943
6135fed00c5109129a29ae28,Smarter Toddler Nursery & Preschool,40.7202420127478,-73.96306854341259,Preschool,"{'type': 'Point', 'coordinates': [-73.96306854341259, 40.7202420127478]}",3.0150363109156677
6135fed00c5109129a29ae32,The Blond,40.71924234753701,-74.00006632090165,Nightclub,"{'type': 'Point', 'coordinates': [-74.00006632090165, 40.71924234753701]}",3.0241854934325656
6135fed00c5109129a29ae29,Kiddie Academy of Tribeca,40.7153357,-74.0068135,Preschool,"{'type': 'Point', 'coordinates': [-74.0068135, 40.7153357]}",3.0578539793959005
6135fed00c5109129a29aeab,Divya's Kitchen,40.72350129817862,-73.98830432442786,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.98830432442786, 40.72350129817862]}",3.0749025292341177
6135fed00c5109129a29ae69,NYC Airport Limo,40.71236189705592,-74.01034623384476,Transportation Service,"{'type': 'Point', 'coordinates': [-74.01034623384476, 40.71236189705592]}",3.0808931146006477
6135fed00c5109129a29ae59,La Linea,40.72355,-73.988554,Nightclub,"{'type': 'Point', 'coordinates': [-73.988554, 40.72355]}",3.084826062845132
6135fed00c5109129a29ae45,Public Arts,40.72294781563586,-73.99172649617472,Nightclub,"{'type': 'Point', 'coordinates': [-73.99172649617472, 40.72294781563586]}",3.091667362413727
6135fed00c5109129a29ae18,Ms. Lam Montessori,40.719024,-73.958356,Preschool,"{'type': 'Point', 'coordinates': [-73.958356, 40.719024]}",3.1161511703409466
6135fed00c5109129a29aeb3,Nish Nūsh,40.71553710116416,-74.00772452925565,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-74.00772452925565, 40.71553710116416]}",3.1293704601647376
6135fed00c5109129a29aeb6,Hana Food,40.71398958519538,-73.95117126036894,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-73.95117126036894, 40.71398958519538]}",3.136182374317176
6135fed00c5109129a29ae88,Petropolis,40.7079952,-74.0143571,Pet Store,"{'type': 'Point', 'coordinates': [-74.0143571, 40.7079952]}",3.1367855022657056
6135fed00c5109129a29ae58,Café Select,40.72161010692791,-73.99754935696119,Swiss Restaurant,"{'type': 'Point', 'coordinates': [-73.99754935696119, 40.72161010692791]}",3.144282226896218
6135fed00c5109129a29ae83,Apex Coach,40.67192316055298,-73.99888180196285,Airport Tram,"{'type': 'Point', 'coordinates': [-73.99888180196285, 40.67192316055298]}",3.1481546044153843
6135fed00c5109129a29ae9c,Le Botaniste,40.7205446957552,-74.00013783329237,Vegetarian / Vegan Restaurant,"{'type': 'Point', 'coordinates': [-74.00013783329237, 40.7205446957552]}",3.149407526810882
6135fed00c5109129a29ae3f,FlashDancers Downtown,40.71435,-74.0098,Nightclub,"{'type': 'Point', 'coordinates': [-74.0098, 40.71435]}",3.176372196803905
